Type,MPG,Cargo_Volume,Ground_Clearance,Price,Reliability_Rating,Climate_Control_Reliability,Viability_Score
Tacoma,19.299413971242117,30.865914984854406,9.552977061407368,14723.98476895585,1,6,17.161085009024212
Tacoma,21.90911435888655,90.09017646490116,5.822768560539603,15502.201652522685,9,3,62.306718421587185
Minivan (Sienna/Odyssey),11.81524644560959,80.99794738290545,8.560300293431235,34617.136475817795,5,7,36.509338857804444
Work Truck (F-250/350),12.145912966981784,41.80360641017934,5.733851202940032,5243.384933786957,4,7,28.28012889872278
Work Truck (F-250/350),11.338883377441672,54.583992479899194,6.165446591024155,30877.976379795906,6,9,21.103599407952885
Tacoma,19.48492336616593,38.223594343331456,5.0,21938.937665744197,6,5,16.279472574014658
Minivan (Sienna/Odyssey),19.252464251729382,68.11962708180485,5.230300261667287,17597.077994877305,2,8,22.550835602194326
Tacoma,19.732241047484877,98.65426961503715,5.0,26482.98747286923,8,10,50.86830687765581
Tacoma,14.599876392107547,40.42821860993369,5.072380241068002,19086.737184165788,7,10,23.651543634595818
Used Hearse,19.161268485805017,122.1788420549432,5.441072158250783,31076.120380531476,1,8,36.31132217287123
Used Hearse,19.465362366493405,103.19031178767324,5.195609273044515,31921.757784349014,5,1,38.73200757612644
Used Hearse,14.42824290986816,109.44758765838903,5.186723295773041,17073.348733077117,6,5,58.38671920760967
Work Truck (F-250/350),13.945804232943658,66.78908920136327,9.479953702642668,12581.661714286598,4,3,47.995973773739074
Minivan (Sienna/Odyssey),20.36916460455894,38.94273032741878,8.554508371084621,22362.860186394228,2,1,14.734069543247491
Minivan (Sienna/Odyssey),12.043482513986756,53.39052083958454,5.424926659456359,32283.26371411742,4,4,9.70869492911935
Minivan (Sienna/Odyssey),21.28276804316915,34.06366322233455,10.100929638226974,10530.527859175665,1,8,24.393300603107384
Minivan (Sienna/Odyssey),13.126591648863393,128.94175398749167,6.273086521286678,23311.964090467965,7,3,70.40860257661984
Used Hearse,21.93542301871226,100.11451402373041,5.094036104434267,23578.366822868138,2,10,33.58616074479114
Work Truck (F-250/350),12.86674672817609,49.008234760222436,14.0,26726.50369487371,2,2,35.164262104021404
Work Truck (F-250/350),13.294125350700352,76.41939732202665,7.711820300826051,8078.598238945054,9,9,68.20937976673027
Used Hearse,22.81688064622161,120.4500844720486,5.356670974141765,26190.573905144745,5,10,53.303966779342595
Work Truck (F-250/350),11.261536249197032,63.37091201400331,5.890470724622338,32180.008140634873,2,5,9.66834124849485
Used Hearse,22.11030079997245,105.01396034413663,5.757481884789417,9570.176374977502,9,7,75.04435063308902
Minivan (Sienna/Odyssey),27.483964913269737,92.72523130141916,13.31240190690653,11363.843072640208,9,2,93.38006256811796
Used Hearse,16.773059419985646,119.65847229074974,5.276441690583396,34113.24791529083,1,9,31.775576984285834
Minivan (Sienna/Odyssey),14.231319178212551,52.725452780659595,13.437345673990787,9610.285533994182,3,9,53.537560082663646
Minivan (Sienna/Odyssey),13.552427851872384,61.74844908545068,10.123255806366426,30485.937894456954,4,4,32.009470243879804
Tacoma,13.920948575172808,30.0,6.312599672317197,19260.61354988908,7,4,22.371322463539624
Used Hearse,17.614491452929478,129.75227851503516,5.312349101885514,11664.163306498489,10,6,88.0809975125593
Tacoma,19.70575987408322,111.00622802333574,10.91766334888019,30993.246939447854,4,10,60.075512793291274
Used Hearse,19.383453996650097,102.18012614830049,5.642674657672424,17804.46290508263,2,10,41.605627368204665
Used Hearse,22.13591624518012,102.31234035854382,5.195840812586919,19959.337971820394,7,10,55.66009453437547
Tacoma,18.065009459389536,87.29670889167299,5.818588472525394,15136.234451392736,6,6,50.699841302899074
Tacoma,25.267670385786584,79.33750463630608,7.257444093345486,22381.47639448275,3,1,34.79181805220338
Used Hearse,16.67671583381022,110.21140278000024,5.896957930423534,9069.240050135706,6,9,68.23125080495
Work Truck (F-250/350),11.101126506886576,103.5872473430373,9.862016292652033,16123.527636204582,6,2,72.43915779356385
Minivan (Sienna/Odyssey),21.12833673882503,66.162472255577,8.533103002799761,34051.78199239391,5,5,29.154491731467786
Tacoma,13.714212217918586,41.33378678198723,5.0,12002.136413734954,4,9,19.591586165030236
Minivan (Sienna/Odyssey),12.645537509694439,30.0,9.14059355301789,24358.836600780058,10,4,38.23441430156249
Work Truck (F-250/350),12.441873144914695,76.10390907601669,9.83175723585147,14080.891990965541,1,3,42.33214053124967
Work Truck (F-250/350),13.687828745464135,47.3094776414709,9.67937134379312,27977.66689628462,10,7,46.00491570113862
Work Truck (F-250/350),12.626198787600801,30.0,11.242342176663865,8057.083482268845,6,6,45.819213940941225
Tacoma,20.366188122867726,50.60281347272421,10.501766463646712,34064.452397434885,2,8,17.419605424058503
Work Truck (F-250/350),10.163228387728344,37.55355989156815,9.37754023768531,18067.475782892816,3,3,24.100170367776
Tacoma,13.766031409657975,120.61424905217694,7.789502865624059,11317.564363740383,8,5,85.26994725415817
Work Truck (F-250/350),14.342757531601443,96.44919270848351,5.0,6278.399167230393,10,10,74.2805264472609
Minivan (Sienna/Odyssey),15.767425239664895,69.76082076050147,9.288854657397758,9262.495057713764,6,4,58.74146974277373
Minivan (Sienna/Odyssey),22.28199397161736,114.39832416670077,8.623063061489333,20112.992405236546,3,4,59.846552218821984
Used Hearse,19.07046872065102,125.99159542754026,5.5201905232515545,14447.098469369876,7,4,73.96481442422844
Minivan (Sienna/Odyssey),11.77130610644006,44.161473960152094,5.0,29695.384342360892,4,10,5.659470838538795
Used Hearse,18.86590462925591,106.46589606373996,5.447602940320217,17357.513233515983,9,8,67.94123013216621
Minivan (Sienna/Odyssey),19.926586898644185,86.16730131053976,11.159458559998711,11710.142450216528,5,6,68.21613061565832
Tacoma,13.580712818994336,38.88261537020631,7.881334538430035,23131.494584724933,3,3,15.171805289361807
Minivan (Sienna/Odyssey),18.76862552972764,64.28983965749175,10.044502092117874,25910.09372344882,2,10,30.080915388439344
Used Hearse,18.29104359223,110.81133459791043,5.557820191929201,9178.299144929446,2,5,53.33324928029044
Used Hearse,12.285148510846884,102.05516219880938,5.166034313416196,9196.195704937847,3,6,50.86087302893746
Work Truck (F-250/350),10.323434467575657,97.78532642594925,10.814851417927994,5136.814234939832,2,5,68.36045824757674
Tacoma,20.80392263184117,127.28249921410392,6.451865815347878,26828.462467034857,4,6,56.650415393144385
Minivan (Sienna/Odyssey),23.415256215876383,30.0,8.28836233082295,24577.940356275958,2,8,7.204526788628068
Work Truck (F-250/350),14.779122418603762,86.88907710071713,6.613174133884873,18713.557148244232,10,7,64.07438519577902
Minivan (Sienna/Odyssey),11.111653160214544,50.480722926345194,6.696511317703053,30169.283918045112,9,5,31.87799337377782
Minivan (Sienna/Odyssey),13.310874800424386,55.38623848705912,7.072483629594082,28975.77474145165,2,10,12.404383705808723
Work Truck (F-250/350),10.125709791386363,52.228182272833926,8.666401314901139,22145.985296299317,9,6,46.64159422421649
Work Truck (F-250/350),13.472252280653544,44.080276909605516,6.563754135009568,30916.409695911017,6,4,16.968868930064673
Work Truck (F-250/350),10.411035318558909,71.45564883834481,11.767268376720562,10381.077511139816,1,9,49.868302757620064
Work Truck (F-250/350),14.553382897175698,45.07149650766887,5.316178093341488,7469.508201329564,4,4,26.593917283260076
Work Truck (F-250/350),12.322166181127713,78.11370477339517,7.439385067515923,12362.237957026678,1,1,36.54477920531555
Minivan (Sienna/Odyssey),23.677828200902994,68.49285671652589,6.680806825177475,5769.692538768761,6,7,52.03508344339512
Work Truck (F-250/350),10.687618874085077,62.83155859400771,12.3409336530612,20466.25536803199,4,7,49.0278706719369
Tacoma,21.25695625652899,42.77309013875207,8.589664329534724,33034.7764611438,3,4,11.047312394252277
Used Hearse,16.42365377679827,122.89465873776668,5.6134731386391765,5219.649760723799,3,3,66.77295238420196
Work Truck (F-250/350),11.704078498949233,92.66173677477268,5.0,7785.40733431083,9,8,67.50506195784274
Work Truck (F-250/350),10.82412337673381,85.02751562873142,8.801150797607777,18018.169876786495,6,5,57.39458372286153
Minivan (Sienna/Odyssey),16.815906966299956,40.673342656043474,10.668892386870311,32950.12554336505,9,10,38.1698880615776
Work Truck (F-250/350),10.85290955778545,72.97996916287677,8.246851967826272,13800.839254279266,5,7,49.35720432077185
Work Truck (F-250/350),14.740541600857211,92.54161370115366,11.196441125196053,19724.279069340166,2,4,54.24483751645397
Work Truck (F-250/350),12.226230561423941,30.0,6.448134649698884,5288.758630562155,8,4,38.495907483111885
Minivan (Sienna/Odyssey),10.0,86.30080577139805,12.228042320556739,8598.639229824756,5,8,74.7185197832642
Work Truck (F-250/350),13.944011319526798,50.1212872316246,14.0,34585.53381172425,2,8,28.90115709407506
Used Hearse,10.0,112.24919028278353,5.36310073663401,33918.679589517415,4,2,38.826392379494
Minivan (Sienna/Odyssey),15.640340671052833,47.102225303724495,6.663492435797685,4153.139408966698,9,2,52.655991380552244
Used Hearse,23.444752984836832,122.77746199182528,5.897186340964619,33506.16534812041,4,3,46.54799242241876
Minivan (Sienna/Odyssey),18.321400095477316,30.0,12.738716437192137,23812.71807228051,4,3,30.34248423731057
Work Truck (F-250/350),13.198027805888408,71.44254839984146,6.431419918540195,30905.467130120687,2,1,16.880876602645543
Used Hearse,14.423481453700159,127.10823533040386,5.168854206677686,18096.935524649634,6,3,66.66180686525112
Minivan (Sienna/Odyssey),21.39798874467338,42.87050124686775,7.154646173418478,19983.476885956756,2,6,13.98209709118516
Tacoma,14.348166841414317,89.15777376332122,5.0,19154.243987964524,7,8,48.804915055855375
Work Truck (F-250/350),13.382131811691961,30.0,5.244044160547405,24672.791983929234,3,10,0.0
Minivan (Sienna/Odyssey),18.22785919951907,68.0176060405805,5.0,8329.1888974457,3,6,33.250751792303674
Tacoma,14.741998261970915,33.6695140071263,5.696607304687615,4929.181286053016,5,5,27.657208512368946
Minivan (Sienna/Odyssey),28.719720446626628,50.444916765935226,7.895945337839656,13545.828189326918,3,4,29.61329426400004
Tacoma,21.169595111590056,71.42196013949243,8.702644197609562,25845.103644836046,2,3,29.189796044823137
Work Truck (F-250/350),10.658467192360192,44.18759904148143,12.651501478442231,10257.4570158114,10,4,70.16097153643061
Used Hearse,18.93227157384714,106.98289441303866,5.507051103865441,24876.405433072436,9,7,61.869991623594736
Tacoma,14.69106767615806,100.18878427643321,10.952967195429752,34067.27342932539,2,1,44.90087762804976
Minivan (Sienna/Odyssey),22.26216667398112,52.69324391430554,7.358033467323473,6910.92218947197,2,7,31.209078895198182
Work Truck (F-250/350),11.170922234077429,95.07076336195425,7.851608871042701,24850.665664978915,8,1,60.351674534439134
Tacoma,17.426317792665504,36.10879436027146,10.024458476499811,17756.256798441704,9,2,46.77251780595837
Minivan (Sienna/Odyssey),20.524936394902287,85.89412533745849,5.0,30912.409885702666,7,4,36.858788158503415
Minivan (Sienna/Odyssey),22.328775970850607,113.247058619737,9.147229238552152,9491.643472868964,3,1,70.32157322351208
Minivan (Sienna/Odyssey),11.998517964721119,30.0,8.499356624639168,25471.4045190111,9,9,31.547756198458366
Tacoma,16.327493820795258,46.093142335885695,9.477353792024447,29981.573979091416,3,6,18.533908316632154
Tacoma,15.62527344419522,87.3121638154162,8.867505931723453,33283.04080369472,5,1,42.04107123579565
Tacoma,14.73335383713144,63.90863841871022,14.0,25180.68887697902,9,1,68.6833218267168
Used Hearse,26.827271201405484,124.22188091019854,5.598112629369018,19412.417684261247,3,6,55.051944662892524
Tacoma,20.024908554804778,51.880444398525384,6.4070091349945475,23153.26444623763,7,4,30.743892852353515
Tacoma,11.695580228324774,72.597693624187,6.130578420725707,30936.054518840265,1,4,12.926052994189806
Tacoma,22.58930973527388,65.32968293823761,6.333568642519236,21688.90214580372,4,6,28.340222443920602
Used Hearse,28.610780985063165,101.7728167023476,5.033383601786381,4941.998850601943,4,7,57.44011899849494
Tacoma,23.162326302755734,77.63262529903639,11.567049593322656,32859.40956071631,7,9,53.72393710228588
Minivan (Sienna/Odyssey),10.403150170229933,80.12807986225607,12.261512743969565,25375.329281978396,8,10,67.4492650608208
Tacoma,15.578829635668743,57.64369101632598,6.287761118751571,24971.914959094644,1,5,10.853623261801028
Minivan (Sienna/Odyssey),24.334555745933113,55.3718132778252,5.502933280687314,10685.929724329231,5,9,33.30955475639424
Minivan (Sienna/Odyssey),14.461652671906096,57.023254365411375,9.414246669159212,24425.449577212374,7,4,42.79984187164273
Minivan (Sienna/Odyssey),20.219097140731144,81.8335642713489,6.3433308671570865,16209.796575278913,4,10,41.77054344225258
Used Hearse,21.873170267146683,126.96542164540742,5.36369312475614,24188.222288286255,4,2,54.993279705275256
Used Hearse,13.365347642109585,119.52305642676242,5.732635234700833,7304.3839395477125,4,3,67.09428827903567
Used Hearse,17.702373219691,126.22680172415055,5.820377507448973,24393.204442694117,6,1,62.98727830694762
Tacoma,10.0,96.13374110295078,12.642515603990185,34981.82549889066,7,6,65.29012727779907
Minivan (Sienna/Odyssey),12.878061793328552,60.21929403496477,13.387633019286564,5494.573204677237,2,6,57.3811647988434
Used Hearse,16.7371592430342,100.00565198669746,5.313161994817282,34292.39971086083,5,1,35.412656292483035
Used Hearse,11.761084090175753,105.07243211067977,5.798593272382751,16614.14678240899,4,3,51.664443267757896
Tacoma,26.162056519658176,30.0,8.857596172174715,30993.356960455032,3,5,7.083917890935447
Used Hearse,10.849293110196836,111.69278162279477,5.9677558771033885,28253.950005806477,7,3,56.02703300827443
Tacoma,15.79977756651508,30.0,9.975632818018491,21577.504090586703,6,10,29.63082103254717
Work Truck (F-250/350),13.933751675772186,59.45459547876074,14.0,26891.925486791122,7,3,57.89789066258344
Used Hearse,25.206366445330577,111.38508710124155,5.856873936075094,31233.982400341785,5,10,45.91700345396563
Work Truck (F-250/350),14.853831032373915,120.29311936825849,5.605108266384638,16528.349971182022,6,3,65.98642068605915
Tacoma,23.815818760774796,79.80782121292488,5.0,14138.0280084604,5,5,41.320266642792916
Minivan (Sienna/Odyssey),18.051165305097935,63.426984135734074,5.807209880174243,24695.394952471128,7,5,33.34504007502096
Used Hearse,13.092456744760245,106.80191148770533,5.117643988159325,29043.224200179015,2,4,32.403434763221185
Tacoma,20.310517371316354,30.0,13.383673590553363,27630.83917807509,5,1,32.74776672323292
Minivan (Sienna/Odyssey),18.99529847786735,77.06843674325698,6.447166102891486,28732.223114617667,6,5,35.70343181703671
Minivan (Sienna/Odyssey),14.998915614206027,93.12595581660901,8.671363854916695,17503.082759200923,6,10,61.62300210460325
Work Truck (F-250/350),11.313378212993259,30.0,7.950731311781744,29352.86070142567,5,5,12.320914243435489
Tacoma,16.0734320156912,104.31262129620788,11.565179820344252,7726.480716488862,10,4,100.0
Minivan (Sienna/Odyssey),18.56758672625624,80.15489222483242,14.0,20879.162036786336,7,6,73.9518830660169
Used Hearse,21.310653372605234,111.448358196016,5.739730332085541,4178.518475441769,10,10,86.5244682243922
Used Hearse,25.93008408072676,103.86546136000764,5.319666832440545,14062.16072690838,8,4,65.52293123421687
Work Truck (F-250/350),11.3578438237552,130.0,11.132482631207216,15360.307581013334,7,7,94.81599899016165
Minivan (Sienna/Odyssey),28.665166873281333,75.45598765175485,10.045674468878934,16281.353439886918,5,7,54.75737142894461
Tacoma,10.0,77.44661758901009,13.5401219772081,25559.483407385727,1,2,45.95568143574228
Used Hearse,17.241074524822082,112.38283387798079,5.9884159894120765,16045.301139380717,5,3,60.125086608771426
Minivan (Sienna/Odyssey),20.941586032422883,44.50466891605625,6.922123727638821,17909.502301298453,10,1,43.70240104280103
Minivan (Sienna/Odyssey),19.404959338675162,94.91007449632737,9.771964492076927,11363.868057104151,2,8,57.80139291856719
Work Truck (F-250/350),12.364485664054524,44.31748522273398,11.326110741748723,15570.805540509542,5,9,43.56508388621057
Used Hearse,16.959388748213623,124.07062987477792,5.4853589831598875,11045.358445157695,5,4,68.83483168722006
Used Hearse,15.534995326705836,114.37210189310053,5.122433898358941,6269.073636821753,2,6,56.21095872672287
Tacoma,15.053176215278942,84.36939477239176,11.200024068767462,22706.906394822716,5,9,57.84040419574254
Used Hearse,22.248010485105123,100.54000266835645,5.72518554802739,24714.596755205504,4,6,41.98521419578655
Tacoma,19.785077429825236,101.12619832773697,12.14647697311258,23204.200726298048,1,9,55.5259668204655
Used Hearse,14.53545202369673,112.64332124737743,5.323011198386213,18368.315357817744,3,4,48.952366923133425
Work Truck (F-250/350),14.91920156427719,61.90375194119886,7.498645759049437,15773.359185556124,1,8,25.309605083676757
Used Hearse,19.536497604383047,100.81525048272532,5.997078157081662,30763.343136726584,5,9,41.29192194325376
Tacoma,22.0643105941948,56.67120219771665,11.61952689952507,20091.53533922276,4,4,43.62183872884653
Tacoma,21.14814420961806,81.31901479134557,5.549192987038292,18854.63820652166,7,5,46.88285627372601
Work Truck (F-250/350),11.344794729132355,92.70965849936056,9.106019926618703,4794.9040399995065,5,8,70.50400222812264
Used Hearse,15.199094799015153,128.98730232120394,5.979782457854522,14578.682656410847,10,10,87.46805439649503
Used Hearse,21.736468025616308,103.82361878268607,5.65613401802058,15786.06418236157,4,6,51.23677461876359
Work Truck (F-250/350),12.034859548171319,110.66913576414854,11.835355587821896,16363.506207803915,2,7,68.87048989192334
Used Hearse,17.89549203017926,121.23064978991856,5.129826448951718,21985.3434460473,4,3,53.10033356671939
Used Hearse,18.58663691654391,129.18328968676258,5.686860997675029,20541.678948533234,2,7,53.48649687109268
Tacoma,24.388324478942124,46.786324026892814,5.0,22845.057876596784,8,8,26.932394715954388
Used Hearse,15.042143055820851,124.78117154999715,5.0930304864600275,27711.381107805977,3,10,46.35672221506385
Used Hearse,20.735486905850188,120.97946125378611,5.029364159102393,29202.5579001989,9,6,63.75212842051386
Work Truck (F-250/350),14.457400078117534,114.88132934467549,14.0,26261.815363021327,4,10,76.95942205204054
Work Truck (F-250/350),10.01460516310681,89.63096969062173,7.076665295140997,33621.234574602975,6,9,40.203149524922416
Minivan (Sienna/Odyssey),23.49388425993595,68.33245987268634,8.657450982991817,4565.21006296721,10,6,73.82150024348199
Tacoma,22.12708174494015,78.3990587895946,8.748151051132266,10069.117556189929,5,9,57.18553995199762
Used Hearse,22.067548180003193,125.183827285023,5.822958446221486,4234.449124322406,10,4,93.94336735674568
Used Hearse,24.527394035771646,129.45396079781884,5.209752947683682,24071.716138792694,1,8,45.40759613062883
Minivan (Sienna/Odyssey),18.105019208163796,73.87663545925682,8.837064577311018,31838.947017449595,9,4,50.10685964827686
Used Hearse,21.40976485647482,118.64033491760588,5.379027126219097,11547.951193865278,1,2,51.25394529668661
Tacoma,16.44866621703272,91.77299871696076,8.559827369469074,32738.070888685506,8,10,54.22618560370144
Minivan (Sienna/Odyssey),19.62083176244221,84.4302769521014,6.660699156348415,5868.289098976386,9,9,70.65877088043574
Tacoma,17.349284728161578,76.71652072837394,8.582269978694923,32967.51683097094,9,5,49.720321477243075
Minivan (Sienna/Odyssey),18.48497982496359,46.28576633664064,11.220895249579316,14900.303304428668,1,4,30.87601342515514
Minivan (Sienna/Odyssey),20.97578512718457,84.14405071407987,5.0,7144.045681925712,2,2,39.22628221694641
Work Truck (F-250/350),10.198829824942848,126.460734894251,8.398909022440629,19062.024534776094,1,1,59.31684469123477
Tacoma,28.461936378427303,110.36260138464934,5.89963755518248,11960.073599335747,10,7,79.73689889133466
Used Hearse,12.96991309250149,116.7755442048798,5.973457389976173,12831.059960819608,2,6,54.71657579533298
Used Hearse,11.92905693606134,118.84714331389844,5.336840501861103,13525.988912714884,10,2,80.84614735228611
Tacoma,23.790554367500338,40.31185539224258,6.323234458185235,28893.802832812566,8,8,22.89080623728435
Used Hearse,21.95831346981468,115.98027660284664,5.296489781283316,20713.99957693289,5,4,55.528317790768654
Used Hearse,21.120599085260775,119.05267317729157,5.918207999622775,13650.538673836114,7,8,72.41913599927538
Tacoma,21.1417275463214,102.82574555412845,7.802749216781036,22920.347282638468,2,7,45.012559178139036
Minivan (Sienna/Odyssey),17.938766135765427,30.0,6.334401419920405,26200.670900919,8,5,19.88665998992824
Tacoma,13.513728142570843,115.88650958381841,13.64347120832177,12451.344022739548,6,10,95.23825143780743
Minivan (Sienna/Odyssey),18.37902279096863,65.25976304263031,5.0,16820.022147285898,8,10,41.83339940032272
Used Hearse,14.614191442439441,113.49526623917677,5.110748445318958,7778.468893445374,1,8,50.913691870891
Used Hearse,22.875598667088756,106.55329548649921,5.759582410114632,9615.62983557509,1,9,47.946391557745486
Used Hearse,17.264713092489306,103.60741679535028,5.988065566652774,25114.653472914466,7,5,54.6068048685351
Work Truck (F-250/350),13.020358385356097,94.69511751885744,5.0,9624.588778564435,8,10,63.48205525831595
Minivan (Sienna/Odyssey),16.393070791735035,72.19953901565212,10.12506934189806,20280.064893678864,3,5,42.88209884673
Work Truck (F-250/350),14.536900823564235,31.301173007768384,8.731402141313596,25980.434113395415,5,2,18.657713937460773
Work Truck (F-250/350),11.194283302009637,31.147636838091515,6.307764107789815,7313.184615937059,1,5,12.45712005716409
Tacoma,13.888898022167844,59.926459021296154,5.0,21586.67880849601,7,3,31.41117065222454
Work Truck (F-250/350),12.348208873403545,120.07064575868179,10.617371984840434,11953.446294742276,5,7,83.8324014891643
Tacoma,19.224832855543614,62.212259459091854,9.950603533875983,33850.73313236497,8,10,42.65487120370731
Tacoma,15.46528412314435,30.0,7.702472408661851,18989.915048317667,8,5,30.932831039139785
Work Truck (F-250/350),12.25232650828909,62.62770807742167,13.539910988142998,28985.7690430299,9,8,63.09711532357012
Minivan (Sienna/Odyssey),19.16024968678818,61.818292907569884,5.0,21057.022806844114,7,1,32.86107410543308
Minivan (Sienna/Odyssey),10.759578292513378,30.0,5.0,5345.788518499394,1,3,9.014952671051388
Minivan (Sienna/Odyssey),10.962681128117223,68.37115400446564,5.924275790356267,23627.69264341469,3,3,23.33137549086462
Minivan (Sienna/Odyssey),14.40777889373782,63.07196409373966,7.8632419509335065,33493.50360840637,8,9,36.143378020147175
Minivan (Sienna/Odyssey),16.932764241440765,90.88619094440256,8.730018347968075,22649.966424536266,3,5,45.72300665644959
Work Truck (F-250/350),12.364856730477552,125.46868284836036,7.27629182643101,29394.854642230497,8,9,70.27455439366823
Work Truck (F-250/350),13.112598478648726,103.79695088643273,9.05616618954289,31410.400363800643,1,9,39.008590834552884
Used Hearse,22.288298116010097,102.05022806596781,5.901296010774649,11070.472930416907,5,1,58.75491002803965
Minivan (Sienna/Odyssey),17.200307350182864,36.80422273774989,12.331293812219778,10573.390037155026,4,2,44.009429196437516
Work Truck (F-250/350),12.348718814953418,130.0,7.753546464822294,22940.410654380743,5,5,69.47525136008433
Used Hearse,12.987353176810956,107.899473512596,5.651667918706426,16741.882564007847,8,4,66.45369629552101
Minivan (Sienna/Odyssey),17.90743432003805,70.41787875738838,9.028176039133113,30035.700388868332,10,10,54.01950554012378
Tacoma,16.55670680539931,69.27624738669991,9.370259657461352,31900.716825338346,4,9,32.08778124050672
Used Hearse,19.613592801690448,101.38370693007201,5.314060794992732,14956.062758384262,4,7,49.49294426198046
Work Truck (F-250/350),12.23734070661229,65.66918764228173,9.343125680051944,11342.987328208943,3,6,44.52912724510897
Tacoma,20.596732571205862,52.790139793592914,9.928168279602632,28196.290972559716,7,7,39.0939700708017
Tacoma,25.66369456501289,53.59423176278824,11.987457590397295,12518.98710199222,3,1,46.40718323505044
Tacoma,17.456199257715713,69.01740189352005,8.58956350910441,29501.04387392403,3,1,27.838969373982337
Used Hearse,20.008558610494706,117.01512339758156,5.254321981178316,17135.885863111645,10,8,76.45731959315711
Work Truck (F-250/350),12.371442102156303,48.61462651968507,7.73079291713832,24694.046878035584,5,2,25.339587803316725
Tacoma,15.993897640570818,73.19290683075691,12.320351646348419,6961.594728874714,5,10,69.61615274215033
Minivan (Sienna/Odyssey),19.120462409052084,62.35068347737434,5.970823093822191,23339.639064973762,6,9,31.04961439376499
Tacoma,18.062962003908975,115.11978965748065,13.402821298732448,18004.798040854104,8,7,96.13001978657634
Tacoma,18.48838049274416,30.0,7.87952614806697,22184.862358439696,10,6,35.73455825898314
Used Hearse,14.134951080722669,108.51485341070561,5.819255104871461,9208.440440090766,6,1,66.95276149262415
Used Hearse,18.122550871294713,124.73604424261097,5.879821913951695,26843.086093269645,1,1,42.86284429339798
Work Truck (F-250/350),12.954337206355207,30.0,5.9568450275753575,30746.709403840086,8,2,14.61201527723718
Minivan (Sienna/Odyssey),25.25571803897521,59.719372177589534,10.521930646966172,10718.933802814045,8,6,63.48896212778223
Used Hearse,22.796354130426035,102.22722618965159,5.525434912545693,6967.151221125014,9,6,75.04678645481847
